Nomor,Kitab,Bab,indo
3718,Peperangan,Malaikat ikut menyaksikan perang Badar',"'Sungguh, aku akan melebihkan lagi kepada orang setelah mereka.'"
3712,Peperangan,Malaikat ikut menyaksikan perang Badar',"'Aku kira kalian telah mendengar bahwa Abu 'Ubaidah datang membawa sesuatu.' Mereka menjawab, 'Benar, wahai Rasulullah.' Beliau bersabda: 'Bergembiralah dan berharaplah terhadap sesuatu yang dapat memudahkan kalian. Demi Allah, bukan kemiskinan yang aku takutkan pada kalian, tapi aku takut dunia dib"
3715,Peperangan,Malaikat ikut menyaksikan perang Badar',"'Bagamana pendapat tuan, bila aku menjumpai orang kafir kemudian terjadi tanding antara kami. Lalu ia berhasil memotong tanganku yang sebelah dengan pedang hingga tanganku putus. Setelah itu ia bersembunyi dariku di suatu pohon dan berkata, 'Aku telah masuk Islam karena Allah, ' bolehkah aku membunu"
3722,Peperangan,Malaikat ikut menyaksikan perang Badar',"'Ini berkenaan dengan peperangan yang dialami Rasulullah shallallahu 'alaihi wasallam, kemudian ia menyebutkan hadits. Setelah melemparkan mereka ke dalam sumur badar, Rasulullah shallallahu 'alaihi wasallam bersabda kepada mereka: 'Apakah kalian mendapati apa yang dijanjikan Rabb kalian adalah bena"
3725,Peperangan,Kisah bani Nadhir','Katakanlah surat An Nadlir.' Riwayat ini juga dikuatkan oleh Husyaim dari Abu Bisyr.
3723,Peperangan,Malaikat ikut menyaksikan perang Badar','Kaum Muhajirin diberi seratus bagian (dari harta ghanimah Badr).'
3720,Peperangan,Malaikat ikut menyaksikan perang Badar',"'Seandainya Al Muth'im bin 'Adiy masih hidup lalu dia berbicara kepadaku untuk pembebasan orang-orang busuk ini pasti aku lepaskan mereka tanpa tebusan.' Dan Al Laits menyebutkan dari Yahya bin Sa'id dari Sa'id bin Al Musayyab, 'Fitnah pertama kali muncul, yaitu terbunuhnya Utsman, maka tidak ada se"
3724,Peperangan,Kisah bani Nadhir',"'Bani Nadlir dan Bani Quraidzah pernah hendak menyerang (Nabi). Maka Bani Nadlir diusir, dan Bani Quraidzah tetap (berada di Madinah-pent) sampai akhirnya bani Quraidlah memerangi beliau setelah itu. Maka pun beliau membunuh kaum laki-laki mereka, membagi-bagikan para wanita dan anak-anak, serta har"
3721,Peperangan,Malaikat ikut menyaksikan perang Badar',"'Aku dan Ummu Misthah bertemu, kemudian Ummu Misthah jatuh karena kainnya, lalu dia berkata, 'Celakalah Misthah.' Aku pun berkata, 'Sungguh jelek apa yang kamu ucapkan, kamu telah mencela seseorang yang pernah ikut perang Badr.' Lalu perawi menyebutkan tentang hadits ifki.'"
3730,Peperangan,Kisah bani Nadhir',"'Aku mendengar Nabi shallallahu 'alaihi wasallam bersabda: 'Kami tidak diwarisi, harta yang kami tinggalkan menjadi sedekah, keluarga Muhammad hanya makan dari harta ini.' Maka demi Allah, kerabat Rasulullah shallallahu 'alaihi wasallam lebih aku cintai untuk aku jalin hubungan dengannya daripada ke"
3726,Peperangan,Kisah bani Nadhir',"'Seorang laki-laki pernah memberikan sebagian kebun kurmanya kepada Nabi shallallahu 'alaihi wasallam, sampai beliau menaklukkan Bani Quraizhah dan Bani Nadlir. Setelah penaklukan tersebut, maka beliau mengembalikan sebagian kebun kurma kepada laki-laki itu.'"
3727,Peperangan,Kisah bani Nadhir',"'Rasulullah shallallahu 'alaihi wasallam pernah membakar kebun kurma Bani Nadlir dan memotongnya, yaitu yang ada di Buwairah. Kemudian turunlah ayat: '(Apa saja yang kamu tebang dari pohon kurma (milik orang-orang kafir) atau yang kamu biarkan (tumbuh) berdiri di atas pokoknya. Maka (semua itu) adal"
3732,Peperangan,Terbunuhnya Abu Rafi\' bin Abdullah',"'Rasulullah shallallahu 'alaihi wasallam pernah mengutus sekelompok orang kepada Abu Rafi', kemudian pada malam hari Abdullah bin 'Atik masuk ke dalam rumahnya dan membunuhnya saat ia sedang terlelap tidur.'"
3728,Peperangan,Kisah bani Nadhir',"'Untuk itulah Hassan bin Tsabit mengatakan, 'Dan telah hina pemimpin Bani Lu'ai, kebakaran di Buwairah telah menyala-nyala.' Lantas Abu Sufyan bin Al Harits menjawab, 'Allah melanggengkan hal itu, semua sisi terbakar oleh api, kamu akan mengetahui siapa di antara kita yang terdampar, dan kamu akan m"
3729,Peperangan,Kisah bani Nadhir',"'Apakah anda mengizinkan Utsman, Abdurrahman, Zubair dan Sa'd untuk masuk?' Umar menjawab, 'Ya.' Kemudian penjaga pintu menyuruh mereka masuk, tidak lama kemudian penjaga pintu datang lagi dan berkata, 'Apakah anda mengizinkan Abbas dan Ali untuk masuk?' Umar menjawab, 'Ya.' Ketika keduanya telah ma"
3734,Peperangan,Terbunuhnya Abu Rafi\' bin Abdullah',"'Rasulullah shallallahu 'alaihi wasallam pernah mengutus beberapa orang, sementara Abdullah bin Atik dan Abdullah bin 'Utbah ikut bersama mereka. Kemudian mereka berangkat hingga mendekati benteng pertahanan, Abdullah bin 'Atik lalu berkata kepada mereka, 'Diamlah kalian di sini, aku akan berusaha m"
3731,Peperangan,Terbunuhnya Ka\'b bin al Asyraf',"'Rasulullah shallallahu 'alaihi wasallam bersabda: 'Siapakah yang akan membunuh Ka'b bin Asyraf yang telah durhaka kepada Allah dan melukai Rasul-Nya?' Maka Muhammad bin Maslamah berdiri dan berkata, 'Wahai Rasulullah, sukakah anda jika aku yang akan membunuhnya?' beliau menjawab: 'Ya.' Muhammad bin"
3733,Peperangan,Terbunuhnya Abu Rafi\' bin Abdullah',"'Rasulullah shallallahu 'alaihi wasallam pernah mengutus beberapa sahabat Anshar kepada seorang Yahudi bernama Abu Rafi', dan beliau menunjuk Abdullah bin 'Atik untuk memimpin mereka. Abu Rafi' adalah seorang laki-laki yang selalu menyakiti Rasulullah shallallahu 'alaihi wasallam dan membantu musuh "
3735,Peperangan,Pertempuran Uhud',"'Nabi shallallahu 'alaihi wasallam bersabda pada perang Uhud: 'Ini Jibril, ia sedang memegang kepala kudanya yang dilengkapi dengan peralatan perang.'"
3739,Peperangan,Pertempuran Uhud',"'Muhs'ab bin 'Umari telah gugur, padahal dia lebih mulia daripadaku, dia di kafani dengan kain burdah, apabila kepalanya ditutup maka kakinya akan tersingkap, dan jika kakinya ditutup maka kepalanya akan tersingkap. -dan seingatku dia mengatakan- Hamzah gugur padahal dia lebih baik daripadaku, setel"
3743,Peperangan,Pertempuran Uhud',"'Satu ayat hilang dari surat Al Ahzab saat kami menyalinnya ke dalam Mushhaf, padahal aku telah mendengarnya langsung dari Rasulullah shallallahu 'alaihi wasallam saat beliau membacanya. Lalu kami pun mencarinya, ternyata kami menemukannya pada Khuzaimah bin Tsabit Al Anshari. Yakni ayat: '(Di antar"
3742,Peperangan,Pertempuran Uhud',"'Aku tidak ikut awal peperangan yang dilakukan Nabi shallallahu 'alaihi wasallam, sekiranya Allah memberiku kesempatan untuk ikut serta (berperang) bersama Nabi shallallahu 'alaihi wasallam, maka Allah akan melihatku apa yang akan kulakukan.' Lalu dia menjumpai perang Uhud, ketika itu orang-orang po"
3745,Peperangan,Firman Allah Ketika dua golongan daripadamu ingin (mundur)',"'Ayat ini turun kepada kami: '(Ketika dua golongan dari padamu ingin (mundur) Karena takut..) ' (Qs. Ali Imran: 122), yaitu bani Salimah dan Bani Haritsah, dan aku lebih suka jika ayat tersebut tidak turun, Allah berfirman: '(padahal Allah adalah penolong bagi kedua golongan itu) '."
3736,Peperangan,Pertempuran Uhud',"'Rasulullah shallallahu 'alaihi wasallam menshalati para korban Uhud setelah delapan tahun, seolah-olah seperti perpisahan antara orang yang hidup dengan orang yang telah mati. Kemudian beliau naik mimbar seraya bersabda: 'Sesungguhnya aku mendahului kalian, dan aku adalah saksi atas kalian. Sungguh"
3746,Peperangan,Firman Allah Ketika dua golongan daripadamu ingin (mundur)',"'Rasulullah shallallahu 'alaihi wasallam bertanya kepadaku: 'Apakah kamu sudah menikah wahai Jabir?' aku menjawab, 'Ya, sudah.' Beliau lalu bertanya: 'Kamu menikah dengan gadis ataukah janda?' Aku menjawab, 'Dengan seorang janda.' Beliau bertanya lagi: 'Kenapa tidak gadis saja, yang dapat mencumbumu"
3737,Peperangan,Pertempuran Uhud',"'Suatu ketika kami bertemu pasukan Musyrikin, lalu Nabi shallallahu 'alaihi wasallam menempatkan pasukan pemanah di bawah komando Abdullah. Beliau berpesan: 'Diamlah kalian di sini, walaupun kalian melihat kami menang atas mereka, janganlah kalian meninggalkan tempat ini, dan jika kalian melihat kam"
3747,Peperangan,Firman Allah Ketika dua golongan daripadamu ingin (mundur)',"'Aku menemui Rasulullah shallallahu 'alaihi wasallam dan berkata, 'Wahai Rasulullah, anda mengetahui bahwa ayahku syahid pada perang Uhud, ia meninggalkan hutang yang banyak, dan aku ingin agar orang-orang yang memberi hutang melihatmu.' Beliau bersabda: 'Pergi dan kumpulkanlah kurma-kurma disetiap "
3748,Peperangan,Firman Allah Ketika dua golongan daripadamu ingin (mundur)',"'Pada perang Uhud, aku melihat Rasulullah shallallahu 'alaihi wasallam bersama dua orang laki-laki yang sedang bertempur, keduanya mengenakan pakaian putih, seolah-olah singa dalam medan pertempuran, aku belum pernah melihatnya baik sebelum mamupun sesudahnya.'"
3741,Peperangan,Pertempuran Uhud',"'Kami hijrah bersama Rasulullah shallallahu 'alaihi wasallam dengan mengharap ridla Allah, maka Allah memberi balasan kepada kami, diantara kami ada yang meninggal dan belum mendapatkan balasan (dunia) sedikitpun, di antaranya adalah Mush'ab bin Umair yang terbunuh pada perang Uhud, dan kami tidak m"
3738,Peperangan,Pertempuran Uhud',"'Para sahabat pernah membuat khamer pada saat perang Uhud, lalu mereka gugur sebagai syuhada.' (hal itu terjadi sebelum pengharaman khamer -pent)."
3740,Peperangan,Pertempuran Uhud',"'Seorang laki-laki berkata kepada Nabi shallallahu 'alaihi wasallam pada perang Uhud, 'Bagaimana menurutmu, jika aku mati terbunuh, dimanakah tempatku?' beliau menjawab: 'Di surga.' Mendengar itu, dia langsung melempar kurma yang ada di tangannya, kemudian dia berperang hingga terbunuh.'"
3744,Peperangan,Pertempuran Uhud',"'Ketika Nabi shallallahu 'alaihi wasallam berangkat ke medan Uhud, di tengah perjalanan beberapa orang yang ikut bersama beliau kembali pulang, dan sebab itu sahabat Nabi shallallahu 'alaihi wasallam terpecah menjadi dua kelompok; kelompok yang mengatakan, 'Kami akan memerangi mereka, ' dan kelompok"
3749,Peperangan,Firman Allah Ketika dua golongan daripadamu ingin (mundur)',"'Pada saat perang Uhud, Nabi shallallahu 'alaihi wasallam mengambilkan anak panah dari wadahnya untukku, lalu beliau bersabda: 'Lemparlah, demi ayah dan ibuku sebagai tebusanmu.'"
3750,Peperangan,Firman Allah Ketika dua golongan daripadamu ingin (mundur)','Nabi shallallahu 'alaihi wasallam menyertakan kedua orangtua beliau (sebagai tebusanku) pada perang Uhud.'
3756,Peperangan,Firman Allah Ketika dua golongan daripadamu ingin (mundur)','Aku pernah melihat tangan Thalhah lumpuh karena untuk melindungi Nabi shallallahu 'alaihi wasallam pada perang Uhud.'
3759,Peperangan,Firman Allah Sesungguhnya orang-orang yang berpaling di an',"'Seorang laki-laki pernah pergi haji, kemudian dia melihat orang-orang tengah duduk-duduk, lalu dia berkata, 'Siapakah yang tengah duduk-duduk itu?' mereka menjawab, 'Mereka adalah orang-orang Quraisy.' Laki-laki itu bertanya lagi, 'Siapakah syaikh itu?' mereka menjawab, 'Dia adalah Ibnu Umar.' Lant"
3752,Peperangan,Firman Allah Ketika dua golongan daripadamu ingin (mundur)','Aku belum pernah mendengar Nabi shallallahu 'alaihi wasallam menyertakan kedua orangtuanya sebagai tebusan kepada seseorang selain Sa'd.'
3755,Peperangan,Firman Allah Ketika dua golongan daripadamu ingin (mundur)',"'Aku pernah menemani Abdurrahman bin 'Aif dan Thalhah bin 'Ubaidillah, Miqdad, serta Sa'd radliallahu 'anhum, aku tidak mendapati mereka menceritakan dari Nabi shallallahu 'alaihi wasallam melainkan aku hanya mendengar Thalhah menceritakan ketika terjadi perang Uhud.'"
3757,Peperangan,Firman Allah Ketika dua golongan daripadamu ingin (mundur)',"'Orang-orang kabur dari Nabi shallallahu 'alaihi wasallam ketika perang Uhud, sedangkan Abu Thalhah tetap bertahan di dekat Nabi shallallahu 'alaihi wasallam untuk melindungi beliau dengan perisainya. Abu Thalhah adalah seorang pemanah yang handal. Pada perang itu, dia telah mematahkan dua atau tiga"
3754,Peperangan,Firman Allah Ketika dua golongan daripadamu ingin (mundur)','. Cerita ini diperoleh dari keduanya.
3751,Peperangan,Firman Allah Ketika dua golongan daripadamu ingin (mundur)',"'Sungguh, Rasulullah shallallahu 'alaihi wasallam pernah menyertakan kedua orangtuanya (sebagai tebusanku) pada perang Uhud.'"
3753,Peperangan,Firman Allah Ketika dua golongan daripadamu ingin (mundur)',"'Aku belum pernah mendengar Nabi shallallahu 'alaihi wasallam menyertakan kedua orangtua beliau sebagai tebusan kepada seseorang selain Sa'd bin Malik, sesungguhnya aku pernah mendengar beliau bersabda pada perang Uhud: 'Wahai Sa'd, lemparlah demi ayah dan ibuku sebagai tebusanmu.'"
3761,Peperangan,"Firman Allah Kemudian setelah kamu berdukacita, Allah menu'","'Aku termasuk orang yang terserang rasa kantuk pada perang Uhud, hingga pedangku selalu terjatuh dari tanganku, lalu aku mengambilnya, setelah itu terjatuh lagi, akupun mengambilnya (hingga berulang kali).'"
3765,Peperangan,Luka yang diderita Nabi ﷺ pada perang Uhud',"'Rasulullah Shallallahu 'alahi wasallam bersabda: 'Allah sangat murka kepada suatu kaum yang telah memperlakukan Nabi-Nya seperti ini -seraya menunjuk ke gigi serinya-, Allah sangat murka kepada seseorang yang telah diperangi oleh Rasulullah dijalan Allah.'"
3758,Peperangan,Firman Allah Ketika dua golongan daripadamu ingin (mundur)',"'Ketika perang Uhud berkecamuk, kaum Musyrikin menderita kekalahan telak, lalu Iblis -laknatullah- berteriak memanggil, 'Wahai hamba-hamba Allah, musuh berada di belakang kalian!' Maka pasukan depan kembali mendatangi pasukan yang di belakang dan bertempur menghadapi pasukan yang di belakang (hingga"
3764,Peperangan,Terbunuhnya Hamzah bin Abdulk Muthallib',"'Aku keluar bersama 'Ubaidullah bin 'Ady bin Hiyar ke Syam. Ketika kami sampai ke Himsh, 'Ubaidullah bin 'Adi berkata kepadaku, 'Bagaimana kalau kita menemui Wahsyi dan bertanya tentang (peristiwa) terbunuhnya Hamzah?' aku menjawab, 'Baiklah.' Wahsyi ketika itu tinggal di Himsh, saat kami bertanya t"
3767,Peperangan,Luka yang diderita Nabi ﷺ pada perang Uhud',"'Demi Allah, sungguh aku telah mengetahui orang yang telah mengobati luka Rasulullah Shallallahu 'alahi wasallam, orang yang menuangkan air, dan dengan apa beliau diobati.' Dia melanjutkan, 'Fatimah, putri Rasulullah Shallallahu 'alahi wasallam lah yang telah mencuci (luka beliau), sementara Ali bin"
3769,Peperangan,Firman Allah (Yaitu) orang-orang yang menta\'ati perintah ',"'Wahai keponakanku, sesungguhnya ayahmu termasuk dari mereka (yang diterangkan dalam ayat), yaitu Az Zubair dan Abu Bakr. Ketika Rasulullah Shallallahu 'alahi wasallam terluka pada perang Uhud, disaat beliau khawatir kaum Musyrikin yang telah pergi akan kembali, beliau bersabda: 'Siapakah yang akan "
3762,Peperangan,Firman Allah Tak ada sedikitpun campur tanganmu dalam urus',"'Ya Allah, laknatlah fulan, fulan dan fulan, ' yaitu setelah beliau mengucapkan: 'Sami'allahu liman hamidah, rabbanaa walakalhamdu.' Setelah itu Allah menurunkan ayat: '(Tak ada sedikitpun campur tanganmu dalam urusan mereka itu -hingga firmanNya- Sesungguhnya mereka itu orang-orang yang zalim) ' (Q"
3763,Peperangan,Ummu Sulaith',"'Sesungguhnya Umar bin Al Khatthab pernah membagi-bagikan kain kepada para wanita penduduk Madinah, hingga tersisa satu kain yang sangat bagus, lalu orang-orang yang ada di sisinya berkata, 'Wahai Amirul Mukminin, berikan saja kain tersebut kepada putri (cucu) Rasulullah shallallahu 'alaihi wasallam"
3760,Peperangan,Firman Allah (Ingatlah) ketika kamu lari dan tidak menoleh',"'Nabi shallallahu 'alaihi wasallam pernah menjadikan Abdullah bin Jubair sebagai komandan pasukan pejalan kaki pada perang Uhud. Lalu mereka lari berpencar, itulah (peristiwa) ketika Rasul yang berada di antara kawan-kawanmu yang lain menyeru pasukan belakang kalian.'"
3766,Peperangan,Luka yang diderita Nabi ﷺ pada perang Uhud',"'Allah sangat murka kepada seseorang yang telah dibunuh oleh Nabi Shallallahu 'alahi wasallam (yang berperang) di jalan Allah, Allah sangat murka kepada suatu kaum yang telah membuat wajah Nabiyullah Shallallahu 'alahi wasallam berdarah.'"
3768,Peperangan,Luka yang diderita Nabi ﷺ pada perang Uhud',"'Allah sangat murka terhadap orang yang telah dibunuh Nabi, dan Allah sangat murka kepada seseorang yang membuat wajah Rasulullah Shallallahu 'alahi wasallam terluka.'"
3772,Peperangan,Di antara kaum muslimin yang terbunuh dalam perang Uhud ad',"'Aku melihat dalam mimpiku bahwa diriku terlihat menghunus pedang, tiba-tiba bagian tengah pedang itu patah dan ternyata itu adalah musibah yang menimpa orang-orang mukmin pada perang Uhud. Setelah itu aku pun terlihat menghunus pedang lagi dan ternyata pedang itu lebih baik dari yang pertama. Itula"
3778,Peperangan,"Pertempuran Raji\', Ri\'⁭il, Dzakwan dan Bi`ru Maunah'",'Yang membunuh Khubaib adalah Abu Sirwa'ah.'
3770,Peperangan,Di antara kaum muslimin yang terbunuh dalam perang Uhud ad','Aku belum pernah mendapati diperkampungan orang Arab yang penduduknya lebih banyak mati syahid dan lebih mulia (kedudukannya) pada hari Kiamat daripada orang-orang Anshar.' Qatadah berkata; telah menceritakan kepada kami Anas bin Malik bahwa di antara mereka yang gugur pada perang Uhud sejumlah tuj
3780,Peperangan,"Pertempuran Raji\', Ri\'⁭il, Dzakwan dan Bi`ru Maunah'","'Rasulullah shallallahu 'alaihi wasallam pernah qunut selama sebulan setelah rukuk, beliau mendo'akan (kecelakaan atas) penduduk sekitar arab.'"
3776,Peperangan,Gunung Uhud menyukai kita dan kita juga menyakinya',"'Aku akan mendahului kalian dan aku menjadi saksi atas kalian, bahwa aku, demi Allah, sekarang sedang melihat telagaku (di surga) dan sungguh aku telah diberikan kunci-kunci perbendaharaan bumi -atau kekayaan bumi- dan aku demi Allah, tidak lebih takut bahwa kalian akan berbuat syirik sepeninggalku,"
3774,Peperangan,Gunung Uhud menyukai kita dan kita juga menyakinya','Ini adalah gunung yang mencintai kami dan kamipun mencintainya.'
3775,Peperangan,Gunung Uhud menyukai kita dan kita juga menyakinya',"'Ini adalah gunung yang mencintai kami, dan kami pun mencintainya, ya Allah sesungguhnya Ibrahim telah mensucikan kota Makkah, dan akupun mensucikan kota yang berada diantara dua batu hitam (yaitu Madinah).'"
3773,Peperangan,Di antara kaum muslimin yang terbunuh dalam perang Uhud ad',"'Kami pernah berhijrah bersama Nabi shallallahu 'alaihi wasallam demi mengharap ridla Allah, dan balasan kami telah ditulis di sisi Allah, diantara kami sudah ada yang berlalu atau pergi sebelum menikmati balasan (dunia) sedikitpun, diantara mereka adalah Mush'ab bin Umair, ia terbunuh pada saat per"
3783,Peperangan,"Pertempuran Raji\', Ri\'⁭il, Dzakwan dan Bi`ru Maunah'","'Ketika Haram bin Milhan ditikam -dia adalah paman beliau- pada peristiwa Bi'rul Ma'unah, dia memercikkan darahnya ke wajah dan kepalanya, lalu dia berkata, 'Demi Rabb pemilik Ka'bah, aku telah menang.'"
3777,Peperangan,"Pertempuran Raji\', Ri\'⁭il, Dzakwan dan Bi`ru Maunah'","'Ini adalah kurma Madinah.' Mereka terus mengikuti para sahabat sehingga berhasil menyusulnya, ketika 'Ashim bin Tsabit dan para sahabatnya merasakan kehadiran orang-orang itu, para sahabat langsung berlindung dibalik bukit, orang-orang itu datang dan langsung mengepung, mereka berkata, 'Turunlah ka"
3779,Peperangan,"Pertempuran Raji\', Ri\'⁭il, Dzakwan dan Bi`ru Maunah'","'Demi Allah, bukan kalian yang kami inginkan, kami hanya ada perlu dengan Nabi shallallahu 'alaihi wasallam.' Mereka akhirnya membunuh para sahabat tersebut, maka Nabi shallallahu 'alaihi wasallam mendo'akan kecelakan kepada mereka (Sulaim, Ri'l dan Dzakwan) selama sebulan pada shalat shubuh, itu ad"
3781,Peperangan,"Pertempuran Raji\', Ri\'⁭il, Dzakwan dan Bi`ru Maunah'","' Anas berkata, 'Maka kami membaca (kisah mereka yang diabadikan) dalam al Quran, namun kemudian itu dimasukh (dihapus), yaitu ayat yang berbunyi 'Sampaikanlah kisah kami kepada kaum kami, bahwa kami telah berjumpa dengan Rabb kami, Dia meridlai kami dan kamipun ridla dengan-Nya'.' Dan dari Qatadah "
3771,Peperangan,Di antara kaum muslimin yang terbunuh dalam perang Uhud ad',"'Manakah diantara keduanya yang paling banyak hapalan Al Qur'an?' ketika diisyaratkan kepada salah satu dari keduanya, beliau mendahulukannya ketika memasukkan kedalam lahd, beliau bersabda: 'Aku adalah saksi atas mereka.' Dan beliau menyuruh mereka untuk menguburkan mereka dengan darah yang ada pad"
3786,Peperangan,"Pertempuran Raji\', Ri\'⁭il, Dzakwan dan Bi`ru Maunah'","'Nabi shallallahu 'alaihi wasallam mendo'akan kebinasaan terhadap kaum yang telah membunuh para sahabat beliau di Bi'rul Ma'unah selama tiga puluh hari, beliau mendo'akan (kebinasaan) terhadap Ri'l, Lahyan dan 'Ushayyah yang durhaka kepada Allah dan Rasul-Nya shallallahu 'alaihi wasallam.' Anas meng"
3787,Peperangan,"Pertempuran Raji\', Ri\'⁭il, Dzakwan dan Bi`ru Maunah'","'Benar.' Aku bertanya lagi, 'Apakah dilaksanakan sebelum rukuk atau setelahnya?' Anas menjawab, 'Sebelum rukuk.' Aku lalu berkata, 'Sesungguhnya fulan mengabarkan kepadaku bahwa anda mengatakan setelah rukuk!' Anas menjawab, 'Dia telah berdusta! Rasulullah shallallahu 'alaihi wasallam pernah melaksa"
3789,Peperangan,Pertempuran Khandaq',"'Kami pernah bersama Rasulullah shallallahu 'alaihi wasallam pada perang Khandaq, sementara para sahabat tengah menggali parit, sedangkan kami yang mengangkuti tanah di atas pundak kami. Rasulullah shallallahu 'alaihi wasallam kemudian bersabda: 'Ya Allah, tidak ada kehidupan (yang hakiki) kecuali k"
3791,Peperangan,Pertempuran Khandaq',"'Ketika kaum Muhajirin dan Anshar tengah menggali parit di sekeliling Madinah, dan memikul tanah di atas pundak-pundak, mereka bersenandung, 'Kami adalah orang-orang yang telah berbai'at kepada Muhamamd atas Islam, dan kami masih tetap seperti itu selama-lamanya.' Anas melanjutkan, 'Ketika Nabi shal"
3784,Peperangan,"Pertempuran Raji\', Ri\'⁭il, Dzakwan dan Bi`ru Maunah'","'Abu Bakr pernah meminta izin kepada Nabi shallallahu 'alaihi wasallam untuk hijrah ketika gangguan (orang-orang Quraisy) semakin menjadi-jadi, lalu beliau bersabda kepadanya: 'Berdiam aja dulu.' Abu Bakar berkata, 'Wahai Rasulullah, apakah anda hendak menunggu perintah?' Rasulullah shallallahu 'ala"
3782,Peperangan,"Pertempuran Raji\', Ri\'⁭il, Dzakwan dan Bi`ru Maunah'","'Hendaknya posisi kalian berada dekat denganku, hingga aku dapat mendatangi mereka, jika mereka memberikan jaminan keamanan kepadaku, kalian dekat, namun jika mereka membunuhku, maka mereka dapat mendatangi sahabat kalian.' Haram lalu angkat bicara, 'Apakah kalian mempercayaiku jika aku akan menyamp"
3792,Peperangan,Pertempuran Khandaq',"'Ketika kami menggali parit pada peristiwa khandaq, sebongkah batu yang sangat keras menghalangi kami, lalu para sahabat menemui Nabi shallallahu 'alaihi wasallam, mereka berkata, 'Batu yang sangat keras ini telah menghalangi kami dalam menggali parit, lalu beliau bersabda: 'Aku sendiri yang akan tu"
3795,Peperangan,Pertempuran Khandaq',"'Nabi shallallahu 'alaihi wasallam ikut mengangkuti tanah pada perang Khandaq, hingga perutnya penuh debu -atau perutnya berdebu-, beliau bersabda: 'Ya Allah, seandainya bukan karena-Mu, maka kami tidak akan mendapatkan petunjuk, tidak akan bersedekah dan tidak akan melakukan shalat, maka turunkanla"
3785,Peperangan,"Pertempuran Raji\', Ri\'⁭il, Dzakwan dan Bi`ru Maunah'","'Nabi shallallahu 'alaihi wasallam melaksanakan qunut setelah rukuk selama sebulan, beliau mendo'akan kebinasaan terhadap Ri'l, Dzakwan, beliau bersabda: ''Ushayyah adalah kaum yang durhaka kepada Allah dan Rasul-Nya.'"
3794,Peperangan,Pertempuran Khandaq','Hal itu terjadi ketika perang Khandaq.'
3788,Peperangan,Pertempuran Khandaq',"'Nabishallallahu 'alaihi wasallam pernah mendapatinya dalam barisan perang Uhud ketika berusia empat belas tahun, namun beliau tidak mengizinkannya, dan kemudian beliau kembali menemukannya dalam barisan perang Khandaq, ketika ia berusia lima belas tahun, beliau akhirnya mengizinkannya.'"
3790,Peperangan,Pertempuran Khandaq',"'Rasulullah shallallahu 'alaihi wasallam keluar menuju khandaq (parit), sementara kaum Muhajirin dan Anshar tengah menggali parit dipagi hari yang sangat dingin, sementara mereka tidak memiliki budak-budak yang membantu mereka bekerja, ketika beliau melihat mereka kepayahan dan kelaparan, beliau ber"
3799,Peperangan,Pertempuran Khandaq',"'Aku pernah masuk menemui Hafshah, sementara rambut sebelah atasnya masih meneteskan air, aku berkata, 'Sungguh, keadaan manusia seperti yang telah kamu lihat, dan aku tidak mendapatkan bagian sedikitpun dari urusan tersebut.' Maka Hafshah berkata, 'Susullah, sesungguhnya mereka sedang menunggumu, d"
3798,Peperangan,Pertempuran Khandaq','Pertama kali (perang) yang aku ikuti adalah perang Khandaq.'
3802,Peperangan,Pertempuran Khandaq','Semoga Allah memenuhi rumah dan kubur mereka dengan api karena mereka telah menyibukkan kita hingga (tidak dapat melaksanakan) shalat Al Wustha (Ashar) sampai matahari terbenam.'
3797,Peperangan,Pertempuran Khandaq',"'Pada waktu perang Ahzab atau Khandaq, aku melihat Rasulullah shallallahu 'alaihi wasallam mengangkat tanah parit, sehingga debu-debu itu menutupi kulit beliau dari (pandangan) ku, saat itu beliau bersenandung dengan bait-bait syair yang pernah diucapkan oleh Ibnu Rawahah, sambil mengangkat tanah be"
3793,Peperangan,Pertempuran Khandaq',"'Tatkala penggalian parit pertahanan Khandaq sedang dilaksanakan, aku melihat Rasulullah shallallahu 'alaihi wasallam dalam keadaan lapar. Karena itu aku kembali kepada isteriku, menanyakan kepadanya, 'Apakah engkau mempunyai makanan? Aku melihat Rasulullah shallallahu 'alaihi wasallam sedang lapar."
3801,Peperangan,Pertempuran Khandaq',"'Sekarang kita akan menyerang mereka dan mereka tidak akan menyerang kita, dan kita akan menghadapi mereka.'"
3796,Peperangan,Pertempuran Khandaq','Aku ditolong dengan bantuan angin (yang bertiup dari timur) sedangkan kaum 'Aad dihancurkan dengan angin (yang bertiup dari barat).'
3804,Peperangan,Pertempuran Khandaq','Siapakah yang dapat membawa berita musuh kepada kami?'. Az Zubair berkata; 'Saya.' Beliau bersabda: 'Siapakah yang dapat membawa berita musuh kepada kami?'. Az Zubair menjawab; 'Saya.' Beliau bersabda: 'Siapakah yang dapat membawa berita musuh kepada kami?'. Lagi-lagi Az Zubair menjawab; 'Saya.' Se
3805,Peperangan,Pertempuran Khandaq',"'Laa ilaaha illallahu wahdah, a'azza jundahu wa nashara 'abdahu wa ghalabal ahzaab wahdahu falaa syai'a ba'dah (Tidak ada ilah yang berhak disembah selain Allah, Yang memenangkan tentara-Nya, menolong hamba-Nya, Dia sendiri yang akan mengalahkan pasukan sekutu dan tidak ada sesuatupun sesudah Dia')."
